,Values
NAV,"12,284.33"
Open Price,"12,175.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,158.0 / 2,217.2"
Day Range,"12,070.00 – 12,190.00"
Year Range,"12,070.00 – 14,820.00"
SEC Yield ,—
12-Month Yield ,2.67%
Premium ,—
Expense Ratio,0.330%
Total Assets,7.4 Bil
