,Values
Sustainability Rate,Average
Percent Rank in Global Category,38%
Historical Sustainability Score,41.85
Global Category,Korea Equity
Portfolio ESG,50.08
Controversy Deduction,6.99
Sustainability Score,43.09
Sustainability Mandate,No
