,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-12.99,-7.04
Fund (NAV),—,—,—,—,—,—,—,—,—,-13.04,-5.76
+/ Category (NAV),—,—,—,—,—,—,—,—,—,3.63,-0.98
+/- Index (Price),—,—,—,—,—,—,—,—,—,4.64,-7.70
Percentile Rank,—,—,—,—,—,—,—,—,—,13,69
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
