,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-35.96
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-35.98
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-32.02
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-44.14
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
