,Values
NAV,"7,392.86"
Open Price,"7,415.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"47.0 / 1,754.4"
Day Range,"7,375.00 – 7,425.00"
Year Range,"6,690.00 – 12,025.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.460%
Total Assets,2.4 Bil
