,Values
NAV,"7,392.86"
Open Price,"7,285.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"44.0 / 1,754.2"
Day Range,"7,265.00 – 7,375.00"
Year Range,"6,690.00 – 12,025.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.460%
Total Assets,2.4 Bil
