,Values
NAV,"104,850.89"
Open Price,"104,815.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"275.0 / 41,548.4"
Day Range,"104,770.00 – 104,850.00"
Year Range,"100,620.00 – 104,975.00"
SEC Yield ,—
12-Month Yield ,3.11%
Premium ,—
Expense Ratio,0.090%
Total Assets,62.9 Bil
