,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,4.73,4.36
Fund (NAV),—,—,—,—,—,—,—,—,—,4.81,4.21
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.78,1.10
+/- Index (Price),—,—,—,—,—,—,—,—,—,-0.01,-1.26
Percentile Rank,—,—,—,—,—,—,—,—,—,8,25
# of Funds in Category,—,—,—,—,—,—,—,—,449,545,717
