,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,4.73,4.08
Fund (NAV),—,—,—,—,—,—,—,—,—,4.81,4.01
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.78,1.05
+/- Index (Price),—,—,—,—,—,—,—,—,—,-0.01,-1.21
Percentile Rank,—,—,—,—,—,—,—,—,—,8,25
# of Funds in Category,—,—,—,—,—,—,—,—,449,545,717
