,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.19,0.38,1.63,2.99,4.36,6.73,—,—,—,—,—
Total Return % (NAV),-0.02,0.03,1.42,2.98,4.21,6.70,—,—,—,—,3.83
+/- Category (NAV),-0.02,-0.04,0.38,0.92,1.10,1.99,—,—,—,—,—
+/- Index (NAV),-0.32,-0.56,-0.89,-1.01,-1.40,-1.70,—,—,—,—,—
