,Values
NAV,"104,850.89"
Open Price,"105,080.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"7.0 / 42,186.4"
Day Range,"105,010.00 – 105,110.00"
Year Range,"100,620.00 – 105,110.00"
SEC Yield ,—
12-Month Yield ,3.11%
Premium ,—
Expense Ratio,0.090%
Total Assets,62.9 Bil
