,Values
NAV,"9,663.17"
Open Price,"10,070.00"
Bid / Ask / Spread,"9,720.00 / 10,300.00 / 5.79%"
Volume / Avg,"73,232.0 / 13,657.9"
Day Range,"9,965.00 – 10,080.00"
Year Range,"7,885.00 – 13,585.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,5.3 Bil
