,Values
NAV,"10,163.53"
Open Price,"10,105.00"
Bid / Ask / Spread,"10,100.00 / 0.00 / 0.00%"
Volume / Avg,"4,006.0 / 12,663.7"
Day Range,"10,080.00 – 10,155.00"
Year Range,"7,885.00 – 13,585.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,5.5 Bil
