,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.68,0.40,9.55,10.02,-18.50,11.84,-11.12,—,—,—,—
Total Return % (NAV),-3.66,1.42,9.02,9.76,-20.40,10.66,-11.39,—,—,—,0.38
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
