,Values
NAV,"8,164.70"
Open Price,"8,070.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"39,247.0 / 6,015.0"
Day Range,"8,010.00 – 8,070.00"
Year Range,"7,975.00 – 10,250.00"
SEC Yield ,—
12-Month Yield ,2.20%
Premium ,—
Expense Ratio,0.280%
Total Assets,19.2 Bil
