,Values
NAV,"8,120.10"
Open Price,"8,075.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"91.0 / 6,807.3"
Day Range,"8,065.00 – 8,140.00"
Year Range,"7,975.00 – 10,250.00"
SEC Yield ,—
12-Month Yield ,2.20%
Premium ,—
Expense Ratio,0.280%
Total Assets,19.9 Bil
