,Fund,Cat. Average,Index
Price/Earnings ,8.83,11.02,12.13
Price/Book ,0.79,0.84,0.86
Price/Sales ,0.29,0.53,0.65
Price/Cash Flow ,3.82,3.46,3.66
Dividend Yield % ,2.49,3.08,3.48
Long-Term Earnings % ,21.01,10.07,3.69
Historical Earnings % ,12.47,15.26,14.88
Sales Growth % ,-2.56,11.25,4.89
Cash-Flow Growth % ,-2.27,16.83,15.05
Book-Value Growth % ,1.39,10.86,8.56
