,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.59,-1.95,-10.67,-12.18,-8.21,-16.70,—,—,—,—,—
Total Return % (NAV),0.32,1.32,-9.77,-10.71,-6.68,-15.69,—,—,—,—,-7.70
+/- Category (NAV),-0.44,-0.16,-2.67,-3.93,-1.81,-2.80,—,—,—,—,—
+/- Index (NAV),0.32,0.07,-3.57,-7.00,-7.18,-5.90,—,—,—,—,—
