,Values
Sustainability Rate,Low
Percent Rank in Global Category,98%
Historical Sustainability Score,35.59
Global Category,Korea Equity
Portfolio ESG,37.81
Controversy Deduction,2.22
Sustainability Score,35.59
Sustainability Mandate,No
