,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,14.53,-11.57,-12.66
Fund (NAV),—,—,—,—,—,—,—,—,14.92,-11.67,-11.63
+/ Category (NAV),—,—,—,—,—,—,—,—,-7.55,5.01,-6.76
+/- Index (Price),—,—,—,—,—,—,—,—,-17.71,6.06,-13.16
Percentile Rank,—,—,—,—,—,—,—,—,91,10,94
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,284"
