,Values
NAV,"8,525.81"
Open Price,"8,500.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"280.0 / 40,595.9"
Day Range,"8,435.00 – 8,500.00"
Year Range,"8,295.00 – 10,680.00"
SEC Yield ,—
12-Month Yield ,1.89%
Premium ,—
Expense Ratio,0.290%
Total Assets,46.0 Bil
