,Values
NAV,"8,525.81"
Open Price,"8,555.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"414,865.0 / 40,737.9"
Day Range,"8,495.00 – 8,555.00"
Year Range,"8,295.00 – 10,680.00"
SEC Yield ,—
12-Month Yield ,1.89%
Premium ,—
Expense Ratio,0.290%
Total Assets,46.0 Bil
