,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,89%
Historical Sustainability Score,38.86
Global Category,Korea Equity
Portfolio ESG,42.71
Controversy Deduction,3.39
Sustainability Score,39.32
Sustainability Mandate,No
