,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.71,0.26,-9.04,-2.04,-9.87,—,—,—,—,—,—
Total Return % (NAV),2.65,3.59,-6.52,-0.18,-9.31,—,—,—,—,—,-20.76
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
