,Values
Sustainability Rate,Low
Percent Rank in Global Category,91%
Historical Sustainability Score,39.94
Global Category,Other Equity
Portfolio ESG,47.59
Controversy Deduction,5.91
Sustainability Score,41.68
Sustainability Mandate,No
