,Values
NAV,"7,707.98"
Open Price,"7,635.00"
Bid / Ask / Spread,"6,810.00 / 8,315.00 / 19.90%"
Volume / Avg,"13,382.0 / 28,032.1"
Day Range,"7,540.00 – 7,635.00"
Year Range,"7,245.00 – 10,380.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,18.5 Bil
