,Values
NAV,"7,763.67"
Open Price,"7,685.00"
Bid / Ask / Spread,"6,980.00 / 8,525.00 / 19.93%"
Volume / Avg,"25,972.0 / 27,494.5"
Day Range,"7,685.00 – 7,750.00"
Year Range,"7,245.00 – 10,380.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,18.6 Bil
