Sectors,Fund %,Category %
Basic Materials,43.68,41.47
Consumer Cyclical,0.00,9.12
Financial Services,0.00,3.43
Real Estate,0.00,0.11
Communication Services,0.00,1.43
Energy,15.07,2.87
Industrials,8.99,19.64
Technology,32.26,14.78
Consumer Defensive,0.00,3.91
Healthcare,0.00,2.14
Utilities,0.00,1.10
