,Values
NAV,"9,941.74"
Open Price,"10,055.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,089.0 / 110,890.9"
Day Range,"9,950.00 – 10,085.00"
Year Range,"6,305.00 – 10,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,3.0 Bil
