,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.50,-0.25,16.25,29.27,32.19,36.62,—,—,—,—,—
Total Return % (NAV),-1.85,-3.69,16.20,27.21,31.32,35.99,—,—,—,—,-0.29
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
