,Values
NAV,"9,941.74"
Open Price,"9,920.00"
Bid / Ask / Spread,"9,220.00 / 10,120.00 / 9.31%"
Volume / Avg,"17,687.0 / 115,625.1"
Day Range,"9,900.00 – 10,000.00"
Year Range,"6,305.00 – 10,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,3.0 Bil
