,Values
NAV,"50,593.37"
Open Price,"50,600.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"657.0 / 1,650.1"
Day Range,"50,595.00 – 50,600.00"
Year Range,"50,015.00 – 50,900.00"
SEC Yield ,—
12-Month Yield ,1.75%
Premium ,—
Expense Ratio,0.090%
Total Assets,440.3 Bil
