,Values
Sustainability Rate,Low
Percent Rank in Global Category,100%
Historical Sustainability Score,35.16
Global Category,Other Europe Money Market
Portfolio ESG,42.81
Controversy Deduction,7.00
Sustainability Score,35.81
Sustainability Mandate,No
