,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.02,0.15,0.47,1.15,1.77,—,—,—,—,—
Total Return % (NAV),0.00,0.03,0.15,0.47,1.14,1.80,—,—,—,—,1.70
+/- Category (NAV),-0.02,-0.00,-0.07,-0.05,-0.02,0.02,—,—,—,—,—
+/- Index (NAV),-0.00,-0.01,-0.02,-0.06,-0.19,-0.30,—,—,—,—,—
