,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,1.74,1.18
Fund (NAV),—,—,—,—,—,—,—,—,—,1.77,1.16
+/ Category (NAV),—,—,—,—,—,—,—,—,—,0.16,-0.02
+/- Index (Price),—,—,—,—,—,—,—,—,—,-0.24,-0.17
Percentile Rank,—,—,—,—,—,—,—,—,—,24,21
# of Funds in Category,—,—,—,—,—,—,—,—,226,269,305
