,Values
NAV,"11,292.22"
Open Price,"11,485.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"736.0 / 1,380.7"
Day Range,"11,445.00 – 11,525.00"
Year Range,"9,265.00 – 11,525.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.690%
Total Assets,6.8 Bil
