,Values
NAV,"11,292.22"
Open Price,"11,300.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,511.0 / 1,379.6"
Day Range,"11,280.00 – 11,315.00"
Year Range,"9,265.00 – 11,335.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.690%
Total Assets,6.8 Bil
