,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,1.19,-7.25,-1.98,11.44,26.99,-17.59,-1.62
Fund (NAV),—,—,—,—,1.15,-7.16,-1.57,11.70,27.63,-18.40,-1.28
+/ Category (NAV),—,—,—,—,0.04,-2.08,-5.58,11.02,5.16,-1.72,3.59
+/- Index (Price),—,—,—,—,-1.34,-0.10,0.84,-2.38,-5.25,0.04,-2.11
Percentile Rank,—,—,—,—,48,59,81,2,14,72,8
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
