,Values
Sustainability Rate,High
Percent Rank in Global Category,7%
Historical Sustainability Score,42.97
Global Category,Korea Equity
Portfolio ESG,51.87
Controversy Deduction,8.49
Sustainability Score,43.38
Sustainability Mandate,No
