,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.15,-7.84,-7.71,-1.62,-11.55,2.29,1.09,—,—,—
Total Return % (NAV),0.24,-0.81,-6.09,-5.43,-1.02,-10.47,2.43,1.21,—,—,1.92
+/- Category (NAV),0.19,-0.63,0.95,2.53,3.76,3.27,3.48,1.94,—,—,—
+/- Index (NAV),-0.07,-0.17,-0.13,-0.96,-1.68,-0.07,-2.00,-1.40,—,—,—
