,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-3.46
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-2.23
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.54
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-4.12
Percentile Rank,—,—,—,—,—,—,—,—,—,—,19
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
