,Values
NAV,"8,285.16"
Open Price,"8,335.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"601.0 / 182,517.2"
Day Range,"8,335.00 – 8,335.00"
Year Range,"8,210.00 – 9,625.00"
SEC Yield ,—
12-Month Yield ,2.01%
Premium ,—
Expense Ratio,0.350%
Total Assets,15.3 Bil
