Sectors,Fund %,Category %
Basic Materials,9.77,8.70
Consumer Cyclical,17.93,13.65
Financial Services,18.23,11.56
Real Estate,0.00,0.29
Communication Services,2.67,2.34
Energy,1.96,1.96
Industrials,10.23,10.46
Technology,32.05,38.20
Consumer Defensive,3.44,6.64
Healthcare,1.33,4.97
Utilities,2.41,1.23
