,Values
Sustainability Rate,Average
Percent Rank in Global Category,34%
Historical Sustainability Score,42.04
Global Category,Korea Equity
Portfolio ESG,51.50
Controversy Deduction,9.31
Sustainability Score,42.19
Sustainability Mandate,No
