,Values
NAV,"8,285.16"
Open Price,"8,250.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"23,555.0 / 182,809.0"
Day Range,"8,165.00 – 8,255.00"
Year Range,"8,165.00 – 9,625.00"
SEC Yield ,—
12-Month Yield ,2.01%
Premium ,—
Expense Ratio,0.350%
Total Assets,15.3 Bil
