,Values
NAV,"8,311.00"
Open Price,"8,260.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"24.0 / 179,918.7"
Day Range,"8,210.00 – 8,260.00"
Year Range,"8,210.00 – 9,625.00"
SEC Yield ,—
12-Month Yield ,2.01%
Premium ,—
Expense Ratio,0.350%
Total Assets,15.4 Bil
