,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.21,-1.93,-2.21,—,—,—,—,—,—,—,—
Total Return % (NAV),0.19,0.12,-0.42,—,—,—,—,—,—,—,2.82
+/- Category (NAV),0.07,-0.28,-0.35,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
