,Values
NAV,"10,282.23"
Open Price,"10,240.00"
Bid / Ask / Spread,"9,165.00 / 11,195.00 / 19.94%"
Volume / Avg,"15,537.0 / 18,222.6"
Day Range,"10,170.00 – 10,245.00"
Year Range,"10,045.00 – 10,445.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.310%
Total Assets,10.3 Bil
