,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,11.20,2.68,-7.57,0.52,14.63,24.89,-14.91,-4.59
Fund (NAV),—,—,—,11.59,2.85,-7.64,0.51,14.79,24.89,-14.92,-4.11
+/ Category (NAV),—,—,—,4.61,1.74,-2.56,-3.50,14.10,2.42,1.76,0.76
+/- Index (Price),—,—,—,-3.13,0.16,-0.42,3.34,0.81,-7.35,2.72,-5.08
Percentile Rank,—,—,—,14,28,64,61,1,38,23,47
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
