,Values
Sustainability Rate,Average
Percent Rank in Global Category,51%
Historical Sustainability Score,41.25
Global Category,Korea Equity
Portfolio ESG,49.99
Controversy Deduction,8.50
Sustainability Score,41.49
Sustainability Mandate,No
