,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.51,-0.82,-8.09,-4.92,-4.59,-10.04,2.39,1.47,—,—,—
Total Return % (NAV),0.75,0.40,-7.45,-5.27,-4.11,-10.07,2.60,1.58,—,—,3.42
+/- Category (NAV),-0.01,-1.08,-0.35,1.51,0.76,2.81,3.64,2.56,—,—,—
+/- Index (NAV),0.75,-0.85,-1.25,-1.56,-4.61,-0.29,-1.77,-0.83,—,—,—
