,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-8.06,-32.73
Fund (NAV),—,—,—,—,—,—,—,—,—,-8.04,-32.53
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-1.74,-28.36
+/- Index (Price),—,—,—,—,—,—,—,—,—,-9.36,-39.33
Percentile Rank,—,—,—,—,—,—,—,—,—,71,92
# of Funds in Category,—,—,—,—,—,—,—,—,93,100,118
