,Values
NAV,"10,530.11"
Open Price,"10,580.00"
Bid / Ask / Spread,"9,450.00 / 11,550.00 / 20.00%"
Volume / Avg,"3,390.0 / 5,857.5"
Day Range,"10,495.00 – 10,580.00"
Year Range,"9,550.00 – 19,750.00"
SEC Yield ,—
12-Month Yield ,0.17%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.3 Bil
