,Values
NAV,"10,530.11"
Open Price,"10,350.00"
Bid / Ask / Spread,"9,500.00 / 0.00 / 0.00%"
Volume / Avg,"607.0 / 5,856.2"
Day Range,"10,350.00 – 10,490.00"
Year Range,"9,550.00 – 19,750.00"
SEC Yield ,—
12-Month Yield ,0.17%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.3 Bil
