,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.38,0.63,-16.05,-25.92,-32.73,-35.82,—,—,—,—,—
Total Return % (NAV),1.43,5.98,-16.06,-25.04,-32.53,-36.38,—,—,—,—,1.94
+/- Category (NAV),0.62,3.25,-10.38,-18.58,-28.36,-22.67,—,—,—,—,—
+/- Index (NAV),1.56,7.91,-13.49,-27.64,-39.12,-36.95,—,—,—,—,—
