,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,72%
Historical Sustainability Score,40.36
Global Category,Korea Equity
Portfolio ESG,47.26
Controversy Deduction,6.90
Sustainability Score,40.36
Sustainability Mandate,No
