Sectors,Fund %,Category %
Basic Materials,6.51,8.70
Consumer Cyclical,15.74,13.65
Financial Services,27.88,11.56
Real Estate,0.00,0.29
Communication Services,11.42,2.34
Energy,17.03,1.96
Industrials,12.90,10.46
Technology,1.01,38.20
Consumer Defensive,7.50,6.64
Healthcare,0.00,4.97
Utilities,0.00,1.23
