,Values
NAV,"8,841.30"
Open Price,"8,770.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"174.0 / 13,451.7"
Day Range,"8,700.00 – 8,790.00"
Year Range,"8,700.00 – 10,035.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.270%
Total Assets,11.9 Bil
