,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.47,-1.91,-8.45,-8.36,—,—,—,—,—,—,—
Total Return % (NAV),-0.38,-1.52,-7.37,-8.20,—,—,—,—,—,—,-10.81
+/- Category (NAV),-0.43,-1.34,-0.33,-0.24,—,—,—,—,—,—,—
+/- Index (NAV),-0.69,-0.88,-1.41,-3.72,—,—,—,—,—,—,—
