,Values
NAV,"8,746.26"
Open Price,"8,795.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"824.0 / 13,645.5"
Day Range,"8,740.00 – 8,805.00"
Year Range,"8,700.00 – 10,035.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.270%
Total Assets,11.8 Bil
