,Values
NAV,"102,446.17"
Open Price,"102,445.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"14,976.0 / 108,988.2"
Day Range,"102,445.00 – 102,475.00"
Year Range,"100,845.00 – 102,550.00"
SEC Yield ,—
12-Month Yield ,1.66%
Premium ,—
Expense Ratio,0.180%
Total Assets,85.0 Bil
