,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,95.73,0.00,95.73,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,4.27,27.13,31.40,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
