,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,3.23,3.64,2.62,2.91,2.02,1.32,1.28,1.99,1.67
Fund (NAV),—,—,3.36,3.77,2.70,3.01,2.08,1.33,1.30,2.00,1.62
+/ Category (NAV),—,—,-0.34,-0.12,0.87,-1.27,-0.65,0.03,0.88,-1.02,-1.50
+/- Index (Price),—,—,-2.22,-2.08,0.37,-3.76,-2.27,-0.45,0.64,-2.75,-3.95
Percentile Rank,—,—,53,52,9,67,65,47,12,76,79
# of Funds in Category,—,310,240,245,257,276,329,366,449,545,717
