,Values
NAV,"3,886.10"
Open Price,"3,855.00"
Bid / Ask / Spread,"3,490.00 / 4,260.00 / 19.87%"
Volume / Avg,"36,837.0 / 13,584.6"
Day Range,"3,835.00 – 3,890.00"
Year Range,"3,445.00 – 5,460.00"
SEC Yield ,—
12-Month Yield ,1.14%
Premium ,—
Expense Ratio,0.560%
Total Assets,4.8 Bil
